time,2022-01-02 00:00:00
x coordinate,y coordinate,water depth (m)
318578.31,8975268.01,0.00581422660639279
318581.357076996,8975265.67867243,0.00658366565853559
318610.526159459,8975243.36132171,1.05510749393574
318642.371368503,8975218.99645868,3.14128382515394
318674.566702136,8975194.36371429,7.6574587050077
318707.354784421,8975169.27745617,11.914966429124
318740.680131916,8975143.78013485,12.8720155417966
318774.477938492,8975117.92133371,13.1814665920384
318808.677854639,8975091.75487735,13.9714619900027
318843.20140133,8975065.34081031,15.0309749446568
318877.963643348,8975038.74411677,16.1898013613007
318912.878023081,8975012.03102222,17.7687489252787
318947.859596683,8974985.26651745,19.2144320561001
318982.827026154,8974958.51283439,19.7845736421732
319017.691939723,8974931.83758655,19.4548683457913
319052.352695971,8974905.31854007,18.8976864090837
319086.709138846,8974879.03232465,18.5969723558521
319120.663653909,8974853.05362538,18.3805361269184
319153.159339222,8974828.19108104,17.9032413252822
319154.119076523,8974827.45678321,17.8882283443657
319186.984985089,8974802.31097997,17.4776446266604
319219.178556257,8974777.67958405,16.8081596011424
319250.248455013,8974753.9079132,16.7072606474746
319280.961254451,8974730.40946008,16.5343097424289
319311.289669733,8974707.20510041,15.5873903497649
319340.438881625,8974684.90295272,15.445824100403
319368.893640841,8974663.13213282,16.1291664003032
319396.779666763,8974641.79645242,16.6073300322227
319424.221996752,8974620.8002451,16.2448209976146
319451.334288348,8974600.05655111,15.5141238232717
319478.225376511,8974579.48210052,15.3433131308953
319505.005050172,8974558.9928935,14.495867566323
319531.779074644,8974538.50800868,13.0518806603744
319558.654827256,8974517.94529137,8.5166887007039
319585.739546701,8974497.22269292,2.55290094902663
319613.146523038,8974476.25353477,0.64544873478729
319620.018574015,8974470.99570837,0.572308043466351
319641.014409923,8974454.93173261,0.538593662427629
319669.462632907,8974433.16591359,0.527995090811478
319698.622666086,8974410.85548651,0.529995213789303
319728.650931188,8974387.88077262,0.529584835935989
319759.715860325,8974364.11290404,0.52482350139063
319762.02,8974362.35,0.523872892632211
