time,2022-01-02 00:00:00
x coordinate,y coordinate,water depth (m)
317479.41,8974919.37,7.82058838819619
317482.631143313,8974914.76620832,8.31792114520836
317504.764865239,8974883.13177456,10.3432607147454
317512.882343673,8974871.52993756,10.6523232016923
317525.854528276,8974852.98955308,11.0992535037898
317545.72746078,8974824.58633336,12.650346409194
317566.204198678,8974795.32012992,16.6494589326381
317586.734691534,8974765.97709767,21.0728601443688
317607.35992422,8974736.49865931,24.3378895177917
317628.12404766,8974706.82171253,26.6566047555068
317649.062798623,8974676.89518085,28.3204895154636
317670.199342126,8974646.68595586,30.9191720364215
317691.556916208,8974616.1608248,34.377662462253
317701.924129066,8974601.34357402,35.5614328584707
317713.152999726,8974585.29480616,36.8517306878777
317735.016642554,8974554.04638064,37.872462989931
317757.186773573,8974522.3599095,38.3139101775008
317779.681136319,8974490.21003291,36.7395391228402
317802.51645441,8974457.57284879,32.7050911556275
317825.713470229,8974424.41871127,27.3380664557464
317832.881530116,8974414.17382266,25.7548647065706
317849.265893644,8974390.75661048,22.194722031739
317873.204779243,8974356.54216189,16.8286894580088
317897.566381127,8974321.72354965,11.8674084659521
317922.384302404,8974286.25274679,12.6540218736763
317941.843378945,8974258.44102719,18.6783939884493
317948.008158948,8974249.63006782,20.7605352333998
317975.346705425,8974210.55668284,29.5552407164519
318004.168597364,8974169.36323898,32.8446545584651
318014.54,8974154.54,32.5175555304698
