time,2022-01-02 00:00:00
x coordinate,y coordinate,water depth (m)
317315.36,8975917.28,0.510815398463518
317318.376437283,8975914.47124997,0.514942781221077
317345.419219322,8975889.29041318,2.20229753196467
317372.36360895,8975864.2011943,6.08315769493707
317399.82874461,8975838.62708371,8.98600131327768
317426.744287933,8975813.56472501,10.0427956624342
317452.949765601,8975789.16354265,9.65813401533639
317479.512067865,8975764.43010372,9.0002525778251
317505.938771566,8975739.82292714,9.78812182604914
317532.236129769,8975715.33619038,10.7364045429787
317558.421757965,8975690.95349081,11.5925064085858
317584.516916858,8975666.65503157,12.4043027068668
317610.5241562,8975642.43843846,13.3037057247029
317636.462604229,8975618.28590025,14.4597899771749
317662.346339565,8975594.18430767,15.382786033873
317688.183016405,8975570.12653352,15.851393203437
317713.993018298,8975546.09359769,16.4049561972664
317739.787566718,8975522.07505134,17.2315091680656
317765.581189455,8975498.05736694,18.27623297659
317791.38004149,8975474.03481328,19.7771290953445
317817.201360528,8975449.99133952,21.672282701317
317843.063792011,8975425.90958398,23.2579982891304
317868.980412519,8975401.77737043,24.3181897925852
317894.973273019,8975377.57416615,24.7086098853877
317914.785550657,8975359.12600024,23.8948927310871
317920.386419508,8975353.91076151,23.6584850216259
317944.837378287,8975331.14329618,21.5584044817944
317967.965439798,8975309.60764421,20.1533187170274
317989.914847097,8975289.16949395,16.5241579844206
318011.587471241,8975268.98906981,11.5257922871544
318033.048621491,8975249.0055592,6.74000172791303
318054.364623089,8975229.15720349,2.48297617544746
318075.596609764,8975209.38707813,1.88356482813077
318096.795134934,8975189.64811037,4.83439062150398
318118.010781632,8975169.89319994,7.0634855164674
318139.304692337,8975150.06541413,6.03536203773102
318160.73047542,8975130.11483559,2.31190831481166
318182.342924893,8975109.99044299,0.00122303138112822
318204.197005054,8975089.64105642,0.000674959343232338
318226.349650743,8975069.0136611,0.187372779231792
318248.867669573,8975048.04604925,0.321389147723061
318271.818462125,8975026.67546095,0.58100312676431
318295.279360073,8975004.82988895,0.871463415754872
318319.339666264,8974982.42617906,1.61882633107223
318322.866238213,8974979.14241807,1.77574924514034
318344.116161972,8974959.35559062,2.73678646974334
318369.698261184,8974935.53486596,3.77771869140495
318398.247502285,8974908.95129258,4.60909989204727
318429.494025062,8974879.85615033,7.00783203312489
318461.093159157,8974850.43267469,10.1663266911778
318493.068943068,8974820.65848228,12.289970964711
318525.375678854,8974790.57612463,13.9525090633604
318557.959292407,8974760.23595276,15.3461813480425
318590.762835755,8974729.69099366,16.7181332496216
318597.113042499,8974723.77801032,17.0379096297981
318623.746262952,8974698.97853605,18.3464230301609
318656.822117092,8974668.18001526,20.4226491907683
318689.917191957,8974637.36359713,21.5592205632543
318722.971627175,8974606.58502053,21.3594572259078
318755.93533975,8974575.89092015,20.9644966521802
318788.748297416,8974545.33719493,20.2286595176535
318821.330164941,8974514.99864887,19.3588708206726
318844.867936559,8974493.08149609,18.6398696736974
318853.605724228,8974484.94532116,18.352053952706
318885.506498498,8974455.24097383,17.1105705397417
318916.941823883,8974425.97002838,16.6562337189181
318947.844817067,8974397.19476308,16.614607572638
318978.158264613,8974368.96845211,15.3859338881453
319007.495945144,8974341.65072481,14.1259220864667
319036.956250456,8974314.21881566,13.6707286558658
319066.480528487,8974286.72733844,13.3616552936758
319086.136117896,8974268.42507249,13.6669372951141
319094.939092581,8974260.22819879,13.8124570291425
319122.780829009,8974234.30341709,15.7780758064264
319150.107299448,8974208.85842436,17.2704905879664
319177.035637283,8974183.78415208,13.1619563351266
319203.672019634,8974158.98173361,4.44751430949321
319230.118110619,8974134.3565046,0.418485424375147
319256.476793978,8974109.81266504,0.408852338607084
319282.846927841,8974085.25816336,0.412932908976925
319300.301290279,8974069.00556586,0.402169923740077
319309.338986861,8974060.59013129,0.397835958305696
319336.064717482,8974035.70451635,0.403126680470386
319363.110936147,8974010.52047955,0.413597443899719
319390.591318891,8973984.93217167,0.425896392938646
319418.623375002,8973958.83017414,0.458601505149821
319447.331044573,8973932.09908038,0.48751268930463
319476.856037412,8973904.60693757,0.490803328823814
319486.543972927,8973895.58603422,0.488177858127084
319507.382545008,8973876.18223613,0.48066708517258
319532.73,8973852.58,0.484829865467952
