time,2022-01-02 00:00:00
x coordinate,y coordinate,water depth (m)
317459.41,8974879.37,4.17530512393503
317476.405542859,8974855.714458,5.15879997483091
317497.915820677,8974825.77500362,5.52337019303492
317518.306750044,8974797.39353384,7.11346600495189
317539.372625073,8974768.0726292,11.5580332034059
317560.502732772,8974738.66232121,18.1813082984083
317581.736578792,8974709.10762323,24.2479454049794
317585.047623528,8974704.49908801,24.7749608251053
317603.093011876,8974679.38230031,27.5385809078162
317624.625490893,8974649.41194479,29.5936443197237
317646.359757361,8974619.16072791,32.3230613916826
317668.317082614,8974588.59904277,36.0639938418754
317690.530312474,8974557.68117235,39.1315988918856
317713.025297697,8974526.37113583,40.8744201659608
317735.822336693,8974494.64068051,41.1655003859292
317750.283806535,8974474.51223213,39.7878722067936
317758.926491273,8974462.48276102,38.8365141661112
317782.343517982,8974429.88936502,34.2266317477618
317806.108509943,8974396.81164752,28.6500533310976
317830.235783289,8974363.22968238,23.4082879646644
317854.743340225,8974329.11841291,17.4022777207824
317873.865337276,8974302.50312865,13.4354323960247
317879.647948384,8974294.45450078,12.3114963949592
317904.959468989,8974259.22422049,14.9368524356998
317931.084568195,8974222.86154667,23.6299369279128
317958.916280159,8974184.12349419,30.662676390407
317981.693462664,8974152.42067648,31.8867474662958
317988.185728801,8974143.38430291,31.7150155018512
317994.54,8974134.54,31.3878977800416
